item_id,total_buy_user,repurchase_user,repurchase_rate
i600555,28,0,0.0
i600357,23,0,0.0
i603460,26,0,0.0
i408785,26,0,0.0
i207263,28,0,0.0
i508498,24,0,0.0
i607831,22,0,0.0
i206677,32,0,0.0
i202575,25,0,0.0
i604810,30,0,0.0
i300475,19,0,0.0
i400157,25,0,0.0
i403473,25,0,0.0
i509514,19,0,0.0
i405660,38,0,0.0
i605875,44,0,0.0
i605236,30,0,0.0
i404513,31,0,0.0
i502835,24,0,0.0
i206483,25,0,0.0
i205119,20,0,0.0
i200527,24,0,0.0
i501819,38,0,0.0
i201204,27,0,0.0
i502194,32,0,0.0
i502866,28,0,0.0
i302945,25,0,0.0
i409005,35,0,0.0
i507614,25,0,0.0
i606198,36,0,0.0
i505949,27,0,0.0
i304487,36,0,0.0
i206501,31,0,0.0
i603817,34,0,0.0
i307048,29,0,0.0
i209745,29,0,0.0
i405325,23,0,0.0
i504821,31,0,0.0
i501591,24,0,0.0
i408963,27,0,0.0
i405498,41,0,0.0
i603413,26,0,0.0
i501014,30,0,0.0
i500246,30,0,0.0
i607953,39,0,0.0
i500994,29,0,0.0
i202307,24,0,0.0
i204857,26,0,0.0
i601963,33,0,0.0
i406276,33,0,0.0
i207909,33,0,0.0
i403787,31,0,0.0
i608317,31,0,0.0
i601347,28,0,0.0
i300665,30,0,0.0
i402997,29,0,0.0
i409286,24,0,0.0
i204846,32,0,0.0
i309529,33,0,0.0
i503086,28,0,0.0
i500445,23,0,0.0
i402931,24,0,0.0
i306178,38,0,0.0
i400071,34,0,0.0
i507172,29,0,0.0
i407285,35,0,0.0
i605610,26,0,0.0
i405912,25,0,0.0
i600787,27,0,0.0
i301513,29,0,0.0
i401907,30,0,0.0
i605040,31,0,0.0
i300854,22,0,0.0
i507986,30,0,0.0
i402547,26,0,0.0
i507192,35,0,0.0
i606474,32,0,0.0
i500080,21,0,0.0
i405415,22,0,0.0
i409212,29,0,0.0
i206921,24,0,0.0
i300539,32,0,0.0
i601480,23,0,0.0
i309334,26,0,0.0
i404299,27,0,0.0
i205209,25,0,0.0
i205384,33,0,0.0
i602922,30,0,0.0
i403721,29,0,0.0
i509318,34,0,0.0
i403752,34,0,0.0
i503385,24,0,0.0
i203659,37,0,0.0
i409241,30,0,0.0
i604850,36,0,0.0
i202974,23,0,0.0
i302376,28,0,0.0
i407498,30,0,0.0
i609983,26,0,0.0
i400666,36,0,0.0
i409262,30,0,0.0
i608583,26,0,0.0
i204645,27,0,0.0
i501804,28,0,0.0
i203134,23,0,0.0
i308642,30,0,0.0
i409624,38,0,0.0
i501173,33,0,0.0
i602456,24,0,0.0
i407918,29,0,0.0
i503240,24,0,0.0
i501294,26,0,0.0
i508668,30,0,0.0
i409326,25,0,0.0
i406368,26,0,0.0
i604759,19,0,0.0
i309762,27,0,0.0
i307678,30,0,0.0
i207952,26,0,0.0
i207707,24,0,0.0
i502668,27,0,0.0
i605460,23,0,0.0
i602577,36,0,0.0
i409492,32,0,0.0
i308835,33,0,0.0
i608981,32,0,0.0
i608773,28,0,0.0
i309828,22,0,0.0
i507573,35,0,0.0
i208984,28,0,0.0
i609846,22,0,0.0
i304391,24,0,0.0
i408870,29,0,0.0
i500723,27,0,0.0
i606783,35,0,0.0
i608969,27,0,0.0
i603018,25,0,0.0
i405534,32,0,0.0
i603653,36,0,0.0
i308529,37,0,0.0
i201781,34,0,0.0
i506697,25,0,0.0
i507160,28,0,0.0
i504457,36,0,0.0
i303411,20,0,0.0
i204147,35,0,0.0
i501150,37,0,0.0
i309666,35,0,0.0
i601622,22,0,0.0
i508650,33,0,0.0
i501281,30,0,0.0
i606880,29,0,0.0
i305821,24,0,0.0
i406438,20,0,0.0
i604658,32,0,0.0
i403995,20,0,0.0
i406964,28,0,0.0
i203229,27,0,0.0
i604699,26,0,0.0
i309829,32,0,0.0
i200233,28,0,0.0
i503938,30,0,0.0
i304309,30,0,0.0
i302238,26,0,0.0
i604271,31,0,0.0
i201451,22,0,0.0
i304942,27,0,0.0
i307942,30,0,0.0
i406974,24,0,0.0
i206733,26,0,0.0
i405025,33,0,0.0
i403871,21,0,0.0
i200675,31,0,0.0
i506357,32,0,0.0
i603267,29,0,0.0
i308446,31,0,0.0
i501179,25,0,0.0
i201883,28,0,0.0
i200622,27,0,0.0
i208908,21,0,0.0
i500372,25,0,0.0
i202361,21,0,0.0
i607076,27,0,0.0
i501725,21,0,0.0
i603308,33,0,0.0
i501233,21,0,0.0
i305717,26,0,0.0
i509540,35,0,0.0
i403020,26,0,0.0
i404858,28,0,0.0
i204796,22,0,0.0
i602232,18,0,0.0
i305152,27,0,0.0
i407429,30,0,0.0
i501499,25,0,0.0
i606729,33,0,0.0
i204506,38,0,0.0
i508207,26,0,0.0
i402945,20,0,0.0
i505776,26,0,0.0
i407857,26,0,0.0
i608836,30,0,0.0
i404461,21,0,0.0
i605475,32,0,0.0
i502453,32,0,0.0
i304145,30,0,0.0
i509914,32,0,0.0
i602695,37,0,0.0
i308847,30,0,0.0
i209487,28,0,0.0
i402248,34,0,0.0
i606492,29,0,0.0
i205330,30,0,0.0
i206088,31,0,0.0
i203926,34,0,0.0
i404949,32,0,0.0
i309665,26,0,0.0
i408062,28,0,0.0
i204263,28,0,0.0
i301206,25,0,0.0
i202419,27,0,0.0
i409389,27,0,0.0
i206363,33,0,0.0
i200215,30,0,0.0
i407518,33,0,0.0
i502607,28,0,0.0
i203210,38,0,0.0
i400099,29,0,0.0
i507711,26,0,0.0
i202635,20,0,0.0
i407018,31,0,0.0
i305249,31,0,0.0
i509462,21,0,0.0
i208929,24,0,0.0
i407064,37,0,0.0
i304272,30,0,0.0
i609191,21,0,0.0
i405648,24,0,0.0
i204889,28,0,0.0
i202476,17,0,0.0
i206387,36,0,0.0
i301252,31,0,0.0
i309413,26,0,0.0
i306495,24,0,0.0
i604556,27,0,0.0
i409230,27,0,0.0
i509098,36,0,0.0
i502663,35,0,0.0
i306086,26,0,0.0
i203083,24,0,0.0
i508533,22,0,0.0
i403508,30,0,0.0
i604313,24,0,0.0
i203205,29,0,0.0
i200797,28,0,0.0
i304692,26,0,0.0
i306219,34,0,0.0
i602827,27,0,0.0
i208930,27,0,0.0
i308880,23,0,0.0
i600004,26,0,0.0
i308412,32,0,0.0
i309790,31,0,0.0
i502489,32,0,0.0
i609542,28,0,0.0
i507124,32,0,0.0
i201005,21,0,0.0
i202679,27,0,0.0
i200585,34,0,0.0
i403896,28,0,0.0
i500912,34,0,0.0
i501910,27,0,0.0
i305915,25,0,0.0
i602012,31,0,0.0
i608907,27,0,0.0
i301545,28,0,0.0
i304992,35,0,0.0
i508982,27,0,0.0
i207158,33,0,0.0
i400965,35,0,0.0
i509819,37,0,0.0
i507259,36,0,0.0
i604878,23,0,0.0
i408758,25,0,0.0
i607684,36,0,0.0
i300977,17,0,0.0
i606347,24,0,0.0
i408654,30,0,0.0
i503986,30,0,0.0
i200033,31,0,0.0
i504308,26,0,0.0
i506801,23,0,0.0
i309513,33,0,0.0
i500679,34,0,0.0
i409436,32,0,0.0
i408421,26,0,0.0
i204888,27,0,0.0
i204956,25,0,0.0
i509300,20,0,0.0
i400619,21,0,0.0
i406976,24,0,0.0
i201858,29,0,0.0
i506106,23,0,0.0
i203947,26,0,0.0
i406945,24,0,0.0
i203948,32,0,0.0
i604239,31,0,0.0
i207217,30,0,0.0
i301706,26,0,0.0
i309575,29,0,0.0
i301647,23,0,0.0
i407260,27,0,0.0
i209564,35,0,0.0
i303535,31,0,0.0
i507278,28,0,0.0
i306612,34,0,0.0
i200610,37,0,0.0
i304856,23,0,0.0
i607412,32,0,0.0
i609722,24,0,0.0
i500672,28,0,0.0
i601928,37,0,0.0
i601272,35,0,0.0
i603306,35,0,0.0
i509170,32,0,0.0
i408272,30,0,0.0
i409839,25,0,0.0
i500525,31,0,0.0
i500529,34,0,0.0
i405783,24,0,0.0
i305609,23,0,0.0
i508754,25,0,0.0
i605623,21,0,0.0
i504877,27,0,0.0
i600697,23,0,0.0
i301969,34,0,0.0
i504827,21,0,0.0
i302441,30,0,0.0
i201721,24,0,0.0
i201887,29,0,0.0
i606274,28,0,0.0
i507293,27,0,0.0
i201257,25,0,0.0
i605092,29,0,0.0
i208667,24,0,0.0
i304870,32,0,0.0
i602694,30,0,0.0
i304585,33,0,0.0
i303683,32,0,0.0
i601019,33,0,0.0
i507526,36,0,0.0
i600971,32,0,0.0
i408031,28,0,0.0
i501077,34,0,0.0
i605876,34,0,0.0
i202200,29,0,0.0
i402411,30,0,0.0
i502623,42,0,0.0
i207285,18,0,0.0
i200219,39,0,0.0
i204665,22,0,0.0
i601004,43,0,0.0
i604166,29,0,0.0
i605354,32,0,0.0
i304248,19,0,0.0
i407021,23,0,0.0
i505932,31,0,0.0
i506101,21,0,0.0
i603086,21,0,0.0
i500557,35,0,0.0
i604406,26,0,0.0
i509784,25,0,0.0
i400865,29,0,0.0
i403351,27,0,0.0
i603842,28,0,0.0
i402330,29,0,0.0
i303319,31,0,0.0
i501401,22,0,0.0
i503231,25,0,0.0
i207866,37,0,0.0
i604046,33,0,0.0
i208246,27,0,0.0
i408506,30,0,0.0
i204920,21,0,0.0
i200804,29,0,0.0
i503731,17,0,0.0
i502394,22,0,0.0
i505019,36,0,0.0
i307823,23,0,0.0
i605233,39,0,0.0
i509390,24,0,0.0
i302909,23,0,0.0
i202019,23,0,0.0
i500040,23,0,0.0
i609725,27,0,0.0
i603203,25,0,0.0
i605079,28,0,0.0
i601355,31,0,0.0
i400726,26,0,0.0
i403485,28,0,0.0
i408375,26,0,0.0
i505298,18,0,0.0
i205340,25,0,0.0
i605474,33,0,0.0
i304397,29,0,0.0
i302060,33,0,0.0
i303096,29,0,0.0
i203151,29,0,0.0
i602064,23,0,0.0
i307053,32,0,0.0
i202829,28,0,0.0
i603829,25,0,0.0
i503061,27,0,0.0
i305780,29,0,0.0
i606135,22,0,0.0
i503202,26,0,0.0
i406251,27,0,0.0
i509636,25,0,0.0
i308990,23,0,0.0
i605519,29,0,0.0
i307533,33,0,0.0
i502487,28,0,0.0
i300317,25,0,0.0
i608042,33,0,0.0
i304838,27,0,0.0
i605141,33,0,0.0
i400950,18,0,0.0
i509607,28,0,0.0
i405863,35,0,0.0
i604967,24,0,0.0
i404069,29,0,0.0
i302300,29,0,0.0
i301094,29,0,0.0
i206098,15,0,0.0
i405070,33,0,0.0
i603516,29,0,0.0
i201763,26,0,0.0
i401433,22,0,0.0
i600891,18,0,0.0
i500371,31,0,0.0
i307181,26,0,0.0
i501338,24,0,0.0
i305384,22,0,0.0
i601719,30,0,0.0
i503615,20,0,0.0
i401804,28,0,0.0
i201825,24,0,0.0
i209414,31,0,0.0
i409747,38,0,0.0
i207816,29,0,0.0
i306694,31,0,0.0
i409478,24,0,0.0
i201547,22,0,0.0
i605134,22,0,0.0
i305797,27,0,0.0
i306791,28,0,0.0
i508171,28,0,0.0
i603626,32,0,0.0
i401796,22,0,0.0
i509414,34,0,0.0
i202800,29,0,0.0
i600882,27,0,0.0
i507671,30,0,0.0
i408791,34,0,0.0
i305873,27,0,0.0
i206892,28,0,0.0
i309331,24,0,0.0
i206145,26,0,0.0
i601107,35,0,0.0
i205663,26,0,0.0
i302660,31,0,0.0
i403782,19,0,0.0
i304013,22,0,0.0
i603244,26,0,0.0
i209872,23,0,0.0
i401159,27,0,0.0
i607867,28,0,0.0
i203972,21,0,0.0
i204548,20,0,0.0
i202362,23,0,0.0
i206837,29,0,0.0
i302922,24,0,0.0
i504205,21,0,0.0
i607448,28,0,0.0
i308286,35,0,0.0
i305492,34,0,0.0
i504681,34,0,0.0
i508294,28,0,0.0
i606690,18,0,0.0
i405282,29,0,0.0
i505915,21,0,0.0
i206636,23,0,0.0
i608857,29,0,0.0
i504713,22,0,0.0
i509983,24,0,0.0
i207102,22,0,0.0
i302756,26,0,0.0
i505173,32,0,0.0
i303400,27,0,0.0
i601110,28,0,0.0
i308049,27,0,0.0
i204422,31,0,0.0
i604687,29,0,0.0
i401850,24,0,0.0
i201260,35,0,0.0
i405835,24,0,0.0
i602829,28,0,0.0
i400184,19,0,0.0
i607671,23,0,0.0
i204198,25,0,0.0
i608722,21,0,0.0
i502631,39,0,0.0
i201070,24,0,0.0
i300638,42,0,0.0
i409858,25,0,0.0
i500827,30,0,0.0
i402565,33,0,0.0
i403660,25,0,0.0
i406454,37,0,0.0
i406357,31,0,0.0
i205785,32,0,0.0
i202871,26,0,0.0
i309915,21,0,0.0
i403885,15,0,0.0
i208894,35,0,0.0
i203919,28,0,0.0
i404439,32,0,0.0
i301887,23,0,0.0
i605423,31,0,0.0
i401325,34,0,0.0
i508241,30,0,0.0
i502436,20,0,0.0
i204537,34,0,0.0
i405497,27,0,0.0
i306978,31,0,0.0
i202114,26,0,0.0
i302188,33,0,0.0
i501181,28,0,0.0
i408567,18,0,0.0
i301833,24,0,0.0
i605105,24,0,0.0
i503806,24,0,0.0
i305736,25,0,0.0
i302473,31,0,0.0
i501091,24,0,0.0
i209162,37,0,0.0
i605037,35,0,0.0
i204688,37,0,0.0
i306779,20,0,0.0
i406646,29,0,0.0
i301345,33,0,0.0
i300343,28,0,0.0
i508053,29,0,0.0
i506228,25,0,0.0
i607523,25,0,0.0
i308832,27,0,0.0
i605102,26,0,0.0
i407011,20,0,0.0
i408599,27,0,0.0
i208634,25,0,0.0
i308044,25,0,0.0
i203743,34,0,0.0
i404090,27,0,0.0
i404826,23,0,0.0
i208322,29,0,0.0
i502909,26,0,0.0
i405915,24,0,0.0
i304699,29,0,0.0
i507799,29,0,0.0
i400646,29,0,0.0
i604826,34,0,0.0
i608750,33,0,0.0
i304793,38,0,0.0
i400716,28,0,0.0
i303778,28,0,0.0
i601409,35,0,0.0
i300770,27,0,0.0
i208821,24,0,0.0
i605250,37,0,0.0
i300474,24,0,0.0
i506010,28,0,0.0
i505253,26,0,0.0
i305803,22,0,0.0
i307884,29,0,0.0
i305709,20,0,0.0
i201672,30,0,0.0
i403913,20,0,0.0
i306973,32,0,0.0
i506928,34,0,0.0
i209310,39,0,0.0
i309005,28,0,0.0
i200709,26,0,0.0
i606517,28,0,0.0
i602396,36,0,0.0
i502094,26,0,0.0
